Frame,Time,Speed_kmh,Target_Speed,Steer,Throttle,Brake,State,Lane_ID,Front_Dist,L_Free,R_Free,Ego_X,Ego_Y
154,7.70,91.44,95.00,-0.0237,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-454.89,365.01
155,7.75,92.21,95.00,-0.0253,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-453.95,365.88
156,7.80,93.04,95.00,-0.0259,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-453.00,366.75
157,7.85,93.91,95.00,-0.0255,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-452.04,367.62
158,7.90,94.82,95.00,-0.0236,0.38,0.00,KEEP_LANE,-1,999.00,False,True,-451.06,368.50
159,7.95,95.76,95.00,-0.0222,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-450.07,369.38
160,8.00,96.65,95.00,-0.0202,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-449.07,370.26
161,8.05,97.19,95.00,-0.0172,0.00,0.02,KEEP_LANE,-1,999.00,False,True,-448.05,371.14
162,8.10,97.10,95.00,-0.0132,0.00,0.01,KEEP_LANE,-1,999.00,False,True,-447.02,372.02
163,8.15,96.51,95.00,-0.0083,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-445.99,372.88
164,8.20,95.59,95.00,-0.0049,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-444.96,373.73
165,8.25,94.44,95.00,-0.0019,0.36,0.00,KEEP_LANE,-1,999.00,False,True,-443.94,374.56
166,8.30,93.17,95.00,0.0002,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-442.93,375.38
167,8.35,91.97,95.00,0.0016,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-441.92,376.18
168,8.40,91.04,95.00,0.0001,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-440.93,376.97
169,8.45,90.51,95.00,-0.0030,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-439.94,377.75
170,8.50,90.38,95.00,-0.0071,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-438.95,378.52
171,8.55,90.56,95.00,-0.0116,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-437.95,379.28
172,8.60,90.96,95.00,-0.0152,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-436.95,380.05
173,8.65,91.52,95.00,-0.0192,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-435.94,380.81
174,8.70,92.19,95.00,-0.0223,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-434.92,381.58
175,8.75,92.95,95.00,-0.0250,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-433.88,382.35
176,8.80,87.19,95.00,-0.0169,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-432.86,383.12
177,8.85,88.32,95.00,-0.0868,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-431.93,383.90
178,8.90,89.37,95.00,-0.0993,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-430.97,384.68
179,8.95,90.44,95.00,-0.0985,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-429.99,385.46
180,9.00,91.52,95.00,-0.0905,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-428.99,386.24
181,9.05,92.59,95.00,-0.0780,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-427.97,387.01
182,9.10,93.65,95.00,-0.0626,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-426.93,387.78
183,9.15,94.69,95.00,-0.0478,0.50,0.00,KEEP_LANE,-1,999.00,False,True,-425.87,388.55
184,9.20,95.66,95.00,-0.0335,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-424.78,389.30
185,9.25,96.26,95.00,-0.0203,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-423.68,390.05
186,9.30,96.25,95.00,-0.0080,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-422.56,390.78
187,9.35,95.72,95.00,0.0028,0.00,0.00,KEEP_LANE,-1,999.00,False,True,-421.43,391.50
188,9.40,94.84,95.00,0.0122,0.46,0.00,KEEP_LANE,-1,999.00,False,True,-420.31,392.19
189,9.45,93.75,95.00,0.0187,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-419.18,392.86
190,9.50,92.69,95.00,0.0215,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-418.07,393.52
191,9.55,91.85,95.00,0.0205,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-416.96,394.15
192,9.60,91.39,95.00,0.0146,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-415.85,394.78
193,9.65,91.32,95.00,0.0063,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-414.74,395.39
194,9.70,89.09,95.00,0.0007,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-413.64,396.01
195,9.75,87.91,95.00,-0.0453,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-412.59,396.64
196,9.80,87.31,95.00,-0.0728,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-411.55,397.27
197,9.85,87.59,95.00,-0.0943,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-410.52,397.90
198,9.90,88.48,95.00,-0.0978,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-409.47,398.53
199,9.95,89.43,95.00,-0.0925,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-408.40,399.16
200,10.00,90.39,95.00,-0.0825,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-407.32,399.79
201,10.05,91.36,95.00,-0.0693,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-406.22,400.41
202,10.10,92.34,95.00,-0.0559,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-405.11,401.03
203,10.15,93.31,95.00,-0.0425,1.00,0.00,KEEP_LANE,-1,999.00,False,True,-403.97,401.64
